iter	Logloss
175	0.3802235919
176	0.3801023303
177	0.3798721169
178	0.379751212
179	0.3796397068
180	0.3796123633
181	0.3793361728
182	0.3791262547
183	0.3789349914
184	0.3787676489
185	0.3785762727
186	0.3782668967
187	0.3781339002
188	0.377904633
189	0.3777724313
190	0.3776090408
191	0.3774580351
192	0.3772836299
193	0.3770980296
194	0.3769098932
195	0.376728771
196	0.3766167036
197	0.3764859066
198	0.3763364961
199	0.3761184701
200	0.3759644627
201	0.3757349689
202	0.37558244
203	0.3754955498
204	0.3752606772
205	0.3749885349
206	0.3748556269
207	0.3747500003
208	0.3746442684
209	0.3744647163
210	0.3743565689
211	0.3741551583
212	0.3739843075
213	0.3737970751
214	0.3735356523
215	0.3732775849
216	0.3732173922
217	0.3730569591
218	0.3729269065
219	0.3727848459
220	0.3725413919
221	0.372358826
222	0.3722510641
223	0.3720023639
224	0.3718812991
225	0.3717367817
226	0.371595337
227	0.3714951579
228	0.3713116305
229	0.3711920445
230	0.3709983127
231	0.3708898006
232	0.3707731666
233	0.3707730643
234	0.3706294766
235	0.3705126194
236	0.3702979219
237	0.3701443035
238	0.3700141778
239	0.3698940695
240	0.3698115294
241	0.3697069392
242	0.3695879019
243	0.3693735801
244	0.369290192
245	0.3691620775
246	0.3689913316
247	0.3688320144
248	0.3686601824
249	0.3685225648
250	0.3683733455
251	0.3682276806
252	0.3680818274
253	0.3678571088
254	0.3676758057
255	0.3673870648
256	0.3672287719
257	0.3671585437
258	0.3669463031
259	0.3668214339
260	0.3667262527
261	0.3665993919
262	0.3664143916
263	0.3662775809
264	0.366072429
265	0.3659219318
266	0.3657527249
267	0.3656356789
268	0.3655322436
269	0.3653749818
270	0.3652496828
271	0.3651491879
272	0.3650788005
273	0.3649765244
274	0.3649001626
275	0.3647165187
276	0.3645390075
277	0.3643991482
278	0.3643308265
279	0.3642554834
280	0.3640953819
281	0.3639452555
282	0.363811206
283	0.3636505903
284	0.3634657599
285	0.3633793265
286	0.3632966241
287	0.3631434671
288	0.3630979869
289	0.3630080349
290	0.3628071041
291	0.3627769888
292	0.3627767153
293	0.3626470914
294	0.3624833006
295	0.3622937069
296	0.3621809259
297	0.3620732103
298	0.3618034579
299	0.3616708481
300	0.3615439952
301	0.3613206707
302	0.3612207915
303	0.3610886743
304	0.3609599157
305	0.3607709442
306	0.3606517861
307	0.3605516332
308	0.3603895658
309	0.3603590274
310	0.3602372063
311	0.3601720713
312	0.3600570738
313	0.3599944691
314	0.359784471
315	0.359583296
316	0.3594668044
317	0.359334387
318	0.3592662482
319	0.3591356681
320	0.3590612743
321	0.3589270203
322	0.3588162034
323	0.3586066112
324	0.3584821835
325	0.3583192387
326	0.3582075353
327	0.3580978431
328	0.3580218158
329	0.357815408
330	0.3577244958
331	0.3574752415
332	0.3574118324
333	0.3573210825
334	0.3571999686
335	0.3570537696
336	0.3569102979
337	0.3568233336
338	0.3566959351
339	0.3566052181
340	0.3564334909
341	0.3562315693
342	0.356159979
343	0.3560046912
344	0.3558586025
345	0.3557917682
346	0.3557065338
347	0.3555803214
348	0.3554888994
349	0.3553226772
350	0.3552309212
351	0.3551322745
352	0.3550228376
353	0.3548878305
354	0.3548092121
355	0.3547559128
356	0.3545242543
357	0.3543224851
358	0.3541687287
359	0.3540306452
360	0.3538907295
361	0.3537362757
362	0.3536215491
363	0.3534398894
364	0.3533750012
365	0.3532348989
366	0.3531289555
367	0.3529889146
368	0.3529096243
369	0.3527627926
370	0.3525176909
371	0.3523800507
372	0.3523182796
373	0.3522288925
374	0.3520976559
375	0.3519660941
376	0.3517371636
377	0.3516609121
378	0.3515476061
379	0.3514246315
380	0.3513433229
381	0.3511520393
382	0.3510364812
383	0.3509570351
384	0.3508268015
385	0.3507318251
386	0.3506330088
387	0.3504492702
388	0.3502145399
389	0.3500839351
390	0.3500161679
391	0.3498458432
392	0.3497194272
393	0.3495627574
394	0.3494457923
395	0.3493380647
396	0.3491857651
397	0.3490425116
398	0.3489512733
399	0.3488756885
400	0.3487416624
401	0.3485763059
402	0.3484225853
403	0.348352056
404	0.3481850032
405	0.3480231328
406	0.3478666997
407	0.3477671507
408	0.347627444
409	0.347490227
410	0.3473583536
411	0.3472164739
412	0.3471079463
413	0.3469884477
414	0.3468744732
415	0.3467581286
416	0.3465931587
417	0.3464819109
418	0.3463447634
419	0.3461819887
420	0.3460932616
421	0.3459034874
422	0.3457496554
423	0.3456124543
424	0.3455149272
425	0.345319718
426	0.345166254
427	0.3450873784
428	0.3449336092
429	0.3448812919
430	0.3447720928
431	0.3446591475
432	0.3444872848
433	0.3443359233
434	0.3441547831
435	0.3439939978
436	0.3439221136
437	0.3438008814
438	0.3436925342
439	0.34360443
440	0.3435164228
441	0.3434371373
442	0.3433726659
443	0.3432762733
444	0.3432239078
445	0.3431219593
446	0.3429637248
447	0.3428297463
448	0.3427762636
449	0.3426766205
450	0.3425143453
451	0.3423118439
452	0.3421573178
453	0.3420466171
454	0.341904389
455	0.3418308806
456	0.3417213712
457	0.3416012581
458	0.3414403689
459	0.3413351296
460	0.341238251
461	0.3411385286
462	0.3410577959
463	0.3409035607
464	0.3408092997
465	0.3406697063
466	0.3405659841
467	0.3404074337
468	0.340311151
469	0.3401779079
470	0.3400326361
471	0.3399540294
472	0.3398571617
473	0.3397295373
474	0.3396351516
475	0.3395243745
476	0.3394196706
477	0.3393109049
478	0.339172741
479	0.3390344546
480	0.3388852551
481	0.3387317836
482	0.3385624372
483	0.3384408785
484	0.3383316721
485	0.3382122895
486	0.3380791169
487	0.3379256403
488	0.3378063673
489	0.337724594
490	0.3376490331
491	0.3375610604
492	0.3374649712
493	0.3373517903
494	0.3372167014
495	0.337080445
496	0.3369533353
497	0.336856411
498	0.3367088313
499	0.3366145164
500	0.3365262202
501	0.3364325024
502	0.3362784231
503	0.336161242
504	0.3360997939
505	0.3359548206
506	0.3358366675
507	0.3357649289
508	0.3356620587
509	0.3355515005
510	0.3354690181
511	0.3353632246
512	0.3352499241
513	0.3351397699
514	0.3350418792
515	0.3349419947
516	0.3348545554
517	0.3347710062
518	0.3346589613
519	0.3345071153
520	0.3343989178
521	0.3342414751
522	0.3341575701
523	0.3340788812
524	0.3339675091
525	0.3339036524
526	0.333828555
527	0.3336451731
528	0.3335754747
529	0.333500636
530	0.3333644789
531	0.3332243459
532	0.3331048157
533	0.333008733
534	0.332905266
535	0.3328271195
536	0.3326670527
537	0.3325519871
538	0.3324778296
539	0.3323767601
540	0.3322786356
541	0.3321520274
542	0.3320745038
543	0.3319984953
544	0.3318962818
545	0.3318109922
546	0.3317394567
547	0.3315958962
548	0.3314811575
549	0.3313489359
550	0.3312524116
551	0.3311786769
552	0.3310764538
553	0.3309853571
554	0.3308938433
555	0.3307596649
556	0.3306369153
557	0.3305593745
558	0.3304479602
559	0.3303670944
560	0.3303007455
561	0.3301939155
562	0.3300640907
563	0.3299314064
564	0.3298643215
565	0.3297750065
566	0.3296382053
567	0.3295624827
568	0.3295010382
569	0.3294040264
570	0.329296227
571	0.3291110949
572	0.3289612615
573	0.3288303426
574	0.3287336986
575	0.3286408108
576	0.3285370285
577	0.3283890089
578	0.3282134381
579	0.3280653649
580	0.3279312886
581	0.3278098013
582	0.3277002776
583	0.3276250788
584	0.3275401168
585	0.3274505938
586	0.3273373553
587	0.3272178443
588	0.3271715923
589	0.3270796531
590	0.3269495604
591	0.3268655441
592	0.3268127599
593	0.3266942707
594	0.3265770536
595	0.3264366204
596	0.3263503961
597	0.3261803355
598	0.3260404632
599	0.3259219505
600	0.3257642993
601	0.325644842
602	0.3254996232
603	0.3253936063
604	0.3253273392
605	0.3252226822
606	0.3251677429
607	0.325086263
608	0.3249547347
609	0.3248423519
610	0.324666334
611	0.3245812291
612	0.3244718333
613	0.3243691268
614	0.3243047253
615	0.3241788781
616	0.3240857261
617	0.3239542135
618	0.3237781033
619	0.3236614059
620	0.3235551849
621	0.3234514469
622	0.3233949467
623	0.3232847584
624	0.3231758449
625	0.3230793761
626	0.3229694859
627	0.3228596069
628	0.3227848436
629	0.322656115
630	0.3224928894
631	0.3224062091
632	0.3222704146
633	0.3221272157
634	0.3219826414
635	0.3218417827
636	0.3217163368
637	0.3216409561
638	0.3215954761
639	0.3214864043
640	0.3214340923
641	0.3213040489
642	0.3211862265
643	0.3210936334
644	0.3209562056
645	0.3209252241
646	0.3208191176
647	0.3207228047
648	0.3206201902
649	0.3205240367
650	0.3203563485
651	0.3202684309
652	0.3201504331
653	0.319990059
654	0.3198681549
655	0.3197921445
656	0.3197176244
657	0.31961201
658	0.3194804476
659	0.3193576525
660	0.3192606993
661	0.3191859116
662	0.3191096875
663	0.319010546
664	0.3189140263
665	0.3188412507
666	0.3187502629
667	0.3186009464
668	0.3184685063
669	0.3183843327
670	0.3183034713
671	0.3181609366
672	0.318014208
673	0.3179181703
674	0.317870635
675	0.3178128494
676	0.3176917579
677	0.3175741712
678	0.317456222
679	0.3173261434
680	0.3172419135
681	0.3171897126
682	0.3171196115
683	0.3170596123
684	0.3169187412
685	0.3168031764
686	0.3167014301
687	0.3165804867
688	0.3164223325
689	0.3162995116
690	0.3161536206
691	0.316064884
692	0.3159921603
693	0.3159353901
694	0.31580261
695	0.3156450779
696	0.3155332751
697	0.315461693
698	0.3153963695
699	0.3152796954
700	0.3151767036
701	0.315080103
702	0.3149743866
703	0.3148270685
704	0.3146590941
705	0.3145502419
706	0.3144329262
707	0.3143757252
708	0.3142912585
709	0.3141867031
710	0.3140629689
711	0.3139817446
712	0.3139130188
713	0.3138059719
714	0.3137031085
715	0.3136444258
716	0.3135423147
717	0.3134471953
718	0.3133506733
719	0.3132580188
720	0.3131409311
721	0.3130617371
722	0.3129076351
723	0.3128018734
724	0.3126888872
725	0.3126366747
726	0.3124774295
727	0.3123509203
728	0.3123062836
729	0.3121678649
730	0.3120847664
731	0.3119272497
732	0.3118647481
733	0.3118010215
734	0.3117120735
735	0.3115731729
736	0.3114908991
737	0.3113621455
738	0.3112714344
739	0.3111400659
740	0.3110203336
741	0.310942181
742	0.3108447427
743	0.3108167638
744	0.3107232102
745	0.3106778649
746	0.3105347721
747	0.3103950443
748	0.3103270013
749	0.3102324025
750	0.3101828819
751	0.3100436087
752	0.3099297431
753	0.3098615316
754	0.3098003207
755	0.30968786
756	0.3095922082
757	0.3094894668
758	0.3093711559
759	0.3092750818
760	0.3091682044
761	0.3091034308
762	0.309018765
763	0.3088868296
764	0.3087788493
765	0.3087261341
766	0.3086290803
767	0.3085432001
768	0.3084231156
769	0.3083348753
770	0.3082405481
771	0.3081781376
772	0.308052428
773	0.3079584816
774	0.3078293418
775	0.3077198274
776	0.3076441286
777	0.3075759227
778	0.3074714984
779	0.3073207314
780	0.3071963211
781	0.307107012
782	0.3069895524
783	0.3069287639
784	0.3068350702
785	0.3067584814
786	0.3066142587
787	0.3064772189
788	0.3062552297
789	0.3061620053
790	0.3060846495
791	0.3060379804
792	0.3059257509
793	0.3058472208
794	0.3057434119
795	0.3055954447
796	0.3055359463
797	0.3054461565
798	0.3053345221
799	0.3052813813
800	0.3051472377
801	0.3050519576
802	0.3050000879
803	0.3049120728
804	0.3047803985
805	0.3047211343
806	0.3046210215
807	0.3044987052
808	0.304431347
809	0.3043288069
810	0.3042723776
811	0.3041801657
812	0.304029916
813	0.3039437196
814	0.3038747526
815	0.3037861014
816	0.3036877837
817	0.3035395398
818	0.3034225565
819	0.3033228734
820	0.3032167423
821	0.3030988465
822	0.3029882209
823	0.3028803865
824	0.3027847802
825	0.3026493759
826	0.3025437977
827	0.3024863509
828	0.3023752655
829	0.3022773431
830	0.3021751369
831	0.302154046
832	0.3020666639
833	0.3019998091
834	0.301908466
835	0.3018565818
836	0.3018320366
837	0.3017277017
838	0.3016649592
839	0.3016010317
840	0.3014620465
841	0.3014066608
842	0.3012776876
843	0.3011917313
844	0.301068189
845	0.3009645044
846	0.3009159925
847	0.3008147905
848	0.3007287221
849	0.3006153223
850	0.3005247395
851	0.3004516703
852	0.3003188937
853	0.300201116
854	0.3001410856
855	0.300041278
856	0.2999530747
857	0.2998435228
858	0.2997889392
859	0.2997379109
860	0.2996207577
861	0.2995298524
862	0.2994556821
863	0.2993987904
864	0.2992834955
865	0.2991672964
866	0.2990733326
867	0.2989943092
868	0.2988760207
869	0.2988136335
870	0.2987762845
871	0.2986971966
872	0.298635185
873	0.298590508
874	0.2984891081
875	0.2983924401
876	0.298340431
877	0.2982496655
878	0.298162677
879	0.2980771939
880	0.2980271642
881	0.2979777132
882	0.2978783748
883	0.2977601355
884	0.2976978596
885	0.2976065536
886	0.2975464451
887	0.29745991
888	0.297381973
889	0.2972958121
890	0.2971795233
891	0.2971219043
892	0.2970108498
893	0.2969678647
894	0.2968726083
895	0.2968087172
896	0.2967668904
897	0.2966575051
898	0.2966060915
899	0.2964653231
900	0.2963971219
901	0.2962857865
902	0.2962385794
903	0.296165694
904	0.2960706566
905	0.2959675874
906	0.2959000969
907	0.2958073084
908	0.2957194061
909	0.295580618
910	0.2955290157
911	0.295422771
912	0.2952794634
913	0.2952056943
914	0.2951555692
915	0.2950324669
916	0.2949580797
917	0.2949101221
918	0.2948087697
919	0.2946842039
920	0.2945906769
921	0.2945451197
922	0.2944600927
923	0.2943568297
924	0.2942539323
925	0.2941607188
926	0.2941027769
927	0.2940719766
928	0.2940245758
929	0.2939201474
930	0.293864296
931	0.2938005298
932	0.2937624793
933	0.2937170757
934	0.2936272215
935	0.2934651767
936	0.2933856228
937	0.2933307361
938	0.293253961
939	0.2931418535
940	0.2930472757
941	0.2929928442
942	0.2928786775
943	0.2928552834
944	0.2927818663
945	0.2927250119
946	0.2926727779
947	0.292581376
948	0.2925078569
949	0.2924160176
950	0.2923808848
951	0.2922396292
952	0.2921785537
953	0.292095236
954	0.2920709955
955	0.2920243766
956	0.2919263627
957	0.2918305988
958	0.291737374
959	0.29171765
960	0.2916239755
961	0.2915247793
962	0.2914664807
963	0.2914016604
964	0.2912834166
965	0.2911501762
966	0.2910314414
967	0.2909370475
968	0.2908827079
969	0.2908101271
970	0.2907010626
971	0.2905988025
972	0.290541543
973	0.2904768116
974	0.2904241867
975	0.2903544195
976	0.290293914
977	0.2901663687
978	0.2900898453
979	0.2900226899
980	0.2899592301
981	0.2899040203
982	0.2897590027
983	0.2896127021
984	0.2895171549
985	0.2894139469
986	0.2893558521
987	0.2892425699
988	0.2891931884
989	0.289137459
990	0.2890381094
991	0.2888995833
992	0.2888190538
993	0.2887387979
994	0.2886448967
995	0.2885612996
996	0.2885090343
997	0.2884361327
998	0.2883055495
999	0.2882338365
